,created_at,login,name,type,company,location,contributions,public_repos,followers,following
930,2017,menglingqian0218,孟令仟,User,IT民工,北漂,,5,0,4
931,2015,giesrjing,,User,,,,1,0,11
932,2017,ylel,ylel,User,,,,5,0,11
933,2016,linmm24,Ashawl,User,,,,3,0,16
934,2018,huangjuanqunian,,User,,,,0,0,1
935,2015,Qznan,,User,PingAn,ShenZhen,,13,3,20
936,2015,T5eng,T5eng,User,szu,,,13,3,22
937,2016,JQJoe,乔俊轩,User,,Shanghai. China,,66,2,6
938,2015,fxzzq,xzq,User,CUIT,四川省成都市,,34,7,22
939,2016,Suera,,User,,,,1,0,1
940,2016,maitiantian,麦天天,User,HeFei University of Technology,China,,6,1,5
941,2017,vincentwei28,VinceWei,User,,广州(GuangZhou),,25,1,59
942,2014,XTpeeps,XT,User,dbapp,shanghai,,8,14,128
943,2014,lwpk110,db,User,,,,44,4,13
944,2018,hlyatb,,User,,,,0,0,1
945,2015,edwardljh,Edwardliu,User,,,,46,1,40
946,2016,peakrock,Yasser (Zhang Yousong),User,IBM,Beijing,,81,0,3
947,2016,clarence-b,,User,,,,4,1,4
948,2017,rex0yt,Yin,User,,,,3,3,3
949,2017,tyViroth,Ty Viroth,User,,,,22,0,70
950,2016,zhangjinchun,Jinchun Zhang,User,,Shanghai,,11,1,2
951,2016,jianfan0709,rena,User,,,,12,0,5
952,2014,zsxmatthew,,User,,,,5,0,1
953,2017,niulang,,User,,,,2,2,3
954,2016,Jax-Chen,Chen,User,,,,6,0,1
955,2013,ning1022,ning1022,User,52free,,,172,49,201
956,2016,zhao-yueyue,zhaoyueyue,User,,China,,15,5,11
957,2015,KevinSgun,,User,,,,6,3,19
958,2018,MArslanQadri,,User,,,,1,0,4
959,2016,swiiQAQ,,User,,,,19,2,11
960,2017,heiye007,heiye007,User,,,,62,185,2839
961,2018,turbobin,如暘,User,,ShenZhen,,17,3,16
962,2017,LQ6H,LQ6H,User,,,,7,0,4
963,2017,SirGeraint,,User,,,,1,0,1
964,2016,null-point-exception,ys,User,,,,23,1,11
965,2014,jhy616415267,HYJia,User,BUPT,,,12,4,25
966,2014,Ken-LiuL,,User,,,,54,17,26
967,2018,AngelaaChan,Angela Chan,User,,Melbourne,,6,6,18
968,2017,AlexMaxMiao,,User,,,,2,0,1
969,2017,bbdrfun,,User,,,,2,0,1
970,2016,Carterslam,Carter,User,,"Chengdu,China",,8,0,2
971,2017,lds250250,多云,User,,,,4,1,2
972,2016,geyuxi,Yuxi Ge,User,Shanghai University,Shanghai,,12,0,6
973,2017,royswale,,User,,,,254,33,900
974,2017,xushengxian,,User,,,,3,2,7
975,2017,MorganWoods,Morgan Woods,User,,,,17,2,90
976,2014,zjrnhg,嘿仙,User,,,,30,3,13
977,2016,jimmybasketball,,User,EPET,Chongqin,,7,0,6
978,2015,smilebin818,smile,User,,,,6,3,2
979,2016,ZexiFangkong,Jersey,User,Yea,深圳,,51,7,69
980,2016,LingyunXie,Lingyun Xie,User,,,,4,1,2
981,2015,vipmorgana,,User,,,,25,1,13
982,2010,alehanderi,,User,,,,1,1,19
983,2017,qwertyuiop6,Shadow,User,,,,27,26,112
984,2016,wangsha0,,User,,,,14,2,13
985,2016,GFigure,东飞,User,,,,20,2,8
986,2016,laoguan0420,laoguan,User,,,,9,0,8
987,2018,StriveToOne,,User,,,,0,0,3
988,2016,BlackSpadeJack,阿瑟兰,User,,北京,,24,1,29
989,2018,liuzhengtx,,User,,,,19,1,10
990,2017,rujinshi,rujin_shi,User,美团点评,Shanghai China,,16,9,24
991,2011,mirguest,Tao Lin,User,IHEP,Beijing,,51,66,637
992,2015,salmanli,Assassin,User,,,,4,2,17
993,2009,qinanhg,,User,,,,4,2,2
994,2013,sexysmallmonkey,SexySmallMonkey,User,,,,1,0,2
995,2015,xiaoluolorn,Chaoyang Luo,User,Institute of Quantitive & Technical Economics (IQTE),Beijing，China,,9,0,11
996,2014,sitefortest,,User,,,,8,17,571
997,2016,duenyang,En Yang Du,User,JingDong,China,,12,4,5
998,2018,mandymchu,Mandy Chu,User,,,,6,1,12
999,2016,XLZH,Xiaolong Zhang,User,,,,13,3,2
1000,2013,liyanfeng,liyanfeng,User,csu,China,,19,1,3
1001,2016,KIM7AZEN,,User,,,,0,0,5
1002,2016,pysrc,L.Chen,User,,,,16,5,22
1003,2015,EricYangXD,EricYang,User,"I S&T, Continental , Shanghai, China","Shanghai, China",,52,18,45
1004,2015,Naylor55,陈浩楠,User,漫步科技,北京市,,36,6,66
1005,2017,linesed,,User,,,,10,6,134
1006,2017,liang171,浪哩个亮,User,,,,1,1,1
1007,2017,yzdx0000,Wind,User,Sugon,天津,,43,5,10
1008,2017,HyetPang,HyetPang,User,,"Chengdu,China",,9,5,15
1009,2017,Mephisto03,无聊的子木君,User,,,,1,3,29
1010,2017,UESBTC,Hotdog,User,,"Chengdu,China",,9,8,12
1011,2017,changht,,User,,,,3,1,8
1012,2017,Findurname,,User,,,,25,0,11
1013,2013,luozhang002,,User,Alibaba,,,137,7,42
1014,2013,sluolct,,User,,,,2,18,249
1015,2014,Georgeliang,,User,,,,50,3,55
1016,2014,cannycophp,cannyco,User,microbull tech co.,"hangzhou,china",,5,5,54
1017,2016,luodeCoding,,User,,,,3,0,10
1018,2010,duugi,,User,,,,13,3,10
1019,2014,Jailman,Jailman,User,Jailer's Studio,Beijing China,,26,19,26
1020,2017,Frank-kk,Frank,User,,Beijing,,10,4,5
1021,2014,pfctluke,Luke Sun,User,,China,,38,4,4
1022,2018,cutybear,,User,,,,0,0,2
1023,2012,xizheng,SMITH,User,,SH,,16,9,38
1024,2017,Yuan-ZH,苑,User,,中国 青岛,,21,16,13
1025,2016,ismaelchaquir,,User,,,,1,3,21
1026,2017,XXIANGZ,XXIANGZ,User,,,,1,0,3
1027,2015,yizihan,,User,,,,10,2,33
1028,2017,ore-lingyu,ore-ling,User,,,,6,1,63
1029,2016,blueskyxzy,,User,,HangZhou,,56,11,53
1030,2017,li96,,User,,,,0,0,1
1031,2017,testtz,,User,,,,64,0,11
1032,2013,fredweb,George Santos ,User,Tecno Square,Salvador  Bahia,,36,34,255
1033,2018,dashgen,持风以墨,User,,Beijing ,,0,3,15
1034,2016,himankiw,,User,,,,1,0,1
1035,2017,fred-jie,fred-jie,User,,,,5,1,7
1036,2018,kuangyi00,,User,,,,0,0,1
1037,2013,qunwang6,,User,,,,224,8,117
1038,2012,AidySun,,User,@opentext,Beijing,,21,16,131
1039,2016,houzhy,Zhyan Hou,User,,,,8,0,1
1040,2018,wei1123,,User,,,,0,0,1
1041,2017,wangzihan424,,User,,,,9,0,3
1042,2016,ilovesport,,User,,,,11,0,3
1043,2014,Evil-cuit,Evilyzkv,User,Bank,Chengdu，China,,1,0,2
1044,2018,mengxinxiaobai,,User,,,,1,0,1
1045,2013,congliu0704,Cong Liu,User,,,,24,5,96
1046,2017,harekrishnamahto9872,HAREKRISHNA MAHTO,User,,"Jalandhar, India",,8,0,5
1047,2018,tangdakai,Tang Da Kai,User,,,,2,0,12
1048,2016,BabyMelvin,Hang,User,,shanghai,,96,4,25
1049,2013,zhazha6,,User,,,,0,1,6
1050,2015,oneing,oneing,User,,"Fuzhou,China",,4,2,21
1051,2010,flyonok,freedom,User,,,,72,11,90
1052,2017,lovexleif,,User,,,,11,2,6
1053,2018,FancyKings,FancyKing,User,,,,25,2,4
1054,2015,longjianjiang,,User,,,,32,5,106
1055,2016,Major01,Major_,User,微创软件,中国重庆,,12,3,56
1056,2017,pgmerx,,User,,,,2,0,14
1057,2016,DaivdLei,,User,,,,1,1,4
1058,2014,eskimock,weibiao.lwb,User,,,,2,1,2
1059,2017,gongtengxinyimaolilan,,User,,,,0,1,1
1060,2014,daosanjiao,,User,,,,18,1,8
1061,2016,bhaltair,bhaltair,User,,CHINA,,21,13,153
1062,2017,gesongzhe,walker,User,,,,9,0,5
1063,2017,mooyyu,mooyyu,User,,,,2,0,16
1064,2017,francohandel,,User,,,,1,0,1
1065,2016,indrajithbandara,Indrajith Bandara,User,Google,"Diyathalawa, Sri Lanaka",,2814,1219,4838
1066,2016,linyuanbin,Lin,User,BeiHua university,jilin,,42,11,35
1067,2016,AndyFlower,桑丽平,User,,,,29,2,6
1068,2017,AliceWoooo,Alice Wu,User,,"Edinburgh, UK",,7,0,7
1069,2017,finyaci,,User,,,,8,3,9
1070,2017,feidie436,,User,,,,2,1,131
1071,2015,wahchi,WahchiYu,User,广州修炼信息科技有限公司,Guangzhou,,14,6,53
1072,2017,yxin89,,User,,,,0,0,1
1073,2010,ssdr,Damian,User,LKC,CHINA,,17,20,248
1074,2013,zongkelong,铁锤,User,新氧,"Bei jing,China",,71,6,17
1075,2015,DemoJ,Demo.J,User,,,,0,1,1
1076,2013,thelou1s,Luis,User,,,,202,23,259
1077,2017,Yanethan,,User,,,,8,2,4
1078,2017,gitmannor,,User,,,,2,0,2
1079,2016,DengQilong,DragonMan,User,,China,,37,8,26
1080,2016,winston-zheng,,User,,,,3,12,15
1081,2018,smarthkb,,User,,,,0,2,5
1082,2013,WangJiemin,Jamin,User,,,,15,10,205
1083,2016,SidneyLee2997,,User,,,,1,0,17
1084,2017,duoy,zy,User,,,,2,2,60
1085,2016,VinceJHQ,Vince,User,,"China,WuXi",,7,2,7
1086,2017,HobaiRiku,HobaiRiku,User,,广西 南宁,,18,6,8
1087,2017,haozimao,haozi,User,,chengdu,,6,0,16
1088,2017,zc3945,,User,,,,6,2,6
1089,2017,codeRiding,刘汶,User,,广东佛山,,564,4,131
1090,2015,Max010230,邬星星,User,,上海,,8,1,7
1091,2012,jxljf,lijianfeng,User,,beijing,,113,9,151
1092,2018,THUSHAAKAR,tk,User,,,,19,14,38
1093,2016,hillmychen,,User,,,,48,4,51
1094,2016,jjyzcgl,ouxh,User,,,,3,1,2
1095,2009,mengalong,Meng along,User,,Xi'an China,,25,4,16
1096,2017,Zhangjing520,,User,,,,4,1,31
1097,2018,dyrdyr0803,,User,,,,0,0,1
1098,2018,Subhashisbarma,,User,,,,3,2,9
1099,2016,Giaming,Giaming,User,,guangzhou,,8,1,116
1100,2017,KuiperSirius, Ursa Minor,User,,Duskwood,,32,4,51
1101,2015,1170197998,Stevin,User,WEKSOFT,Beijing,,61,35,29
1102,2018,lesleascott,,User,,,,0,2,10
1103,2014,jw575,Jasper,User,,,,4,1,2
1104,2017,GeniusZhang7,,User,,,,2,0,1
1105,2016,hacker-er,朱锐,User,,,,8,7,94
1106,2016,lihengtianxia,,User,,,,205,10,205
1107,2016,weaver-peeper,Jason,User,,,,5,0,3
1108,2014,HardTom,,User,,,,1,0,6
1109,2018,yuzhezzz,,User,,,,0,0,1
1110,2015,liangqinwei,Beiluma,User,,,,5,0,5
1111,2015,TyssenLove,Tyssen,User,@alibaba,,,97,2,28
1112,2012,dzwillpower,,User,,,,210,40,286
1113,2016,phyj,,User,,,,13,0,1
1114,2015,BigcraftServer,Bigcraft,User,,,,37,9,43
1115,2017,antiabcdefg,anti,User,,,,2,0,30
1116,2018,CheeseKun786,,User,,,,1,0,5
1117,2015,TianTianForever,Sirius,User,,,,17,4,5
1118,2015,claude9493,claudezhang,User,@SUSTC,,,12,5,26
1119,2017,kangkai115,康凯,User,,,,17,1,5
1120,2017,Cherawn,Jason,User,,,,4,0,1
1121,2017,nuwanwickramasingha,,User,,"Avissawella, Sri lLanka",,3,1,13
1122,2018,alfazize,,User,,,,1,4,18
1123,2017,tyingbiao,,User,,,,2,0,4
1124,2013,gaoypChina,,User,,,,11,32,356
1125,2012,bjc5233,二又二分之二,User,,,,56,4,14
1126,2017,Keithers,,User,,,,1,0,9
1127,2013,lxtx021,,User,,,,2,7,127
1128,2014,YG-FLUSH,Yoge,User,,,,23,3,14
1129,2014,helinyu,,User,,,,313,11,133
1130,2015,zxc135781,祀画,User,@moefront ,Ganzhou,,72,24,90
1131,2017,yerkeys,,User,,,,10,0,5
1132,2016,ericshen90,Eric Shen,User,,"Hangzhou,CN",,25,1,55
1133,2017,dupl10,,User,,,,39,3,106
1134,2017,yeslcj,Changjun Li,User,UESTC,"Chengdu, CHN",,7,1,5
1135,2011,l5oo00,,User,,,,16,23,244
1136,2018,Anniu1234,,User,,,,0,0,1
1137,2018,Daltan,Daltan He,User,,"China, Henan",,8,31,360
1138,2017,pony007,,User,,,,19,1,23
1139,2018,ojabe,OJABE JOHN,User,OJABE JOHN DE BEST ,Sokoto State,,1,3,15
1140,2013,jackkd,,User,,,,4,11,41
1141,2018,Mowuyy,,User,,,,8,0,1
1142,2017,6u6a,Rogers,User,,"CHENGDU, CHINA",,28,2,14
1143,2017,CuityMiko,Cuity,User,,,,1284,39,429
1144,2017,buyiwushuang,,User,,,,3,0,1
1145,2017,1EvanXu,,User,,,,5,3,5
1146,2015,XiangyunHuang,Xiangyun Huang,User,@cosname ,Beijing,,68,65,557
1147,2010,foonnnnn,KennethPCF,User,,Hong Kong,,224,22,276
1148,2017,4vil4ric,4vil4ric,User,,,,5,8,140
1149,2017,Operater9,,User,,,,34,1,5
1150,2017,Nam168,,User,,,,2,1,10
1151,2014,benyaiba,yaiba,User,,china,,10,0,2
1152,2016,wuwf7,WalterWu,User,,,,0,0,2
1153,2018,huang2217,,User,,,,0,0,1
1154,2016,yong9875,,User,,,,0,0,5
1155,2012,ruanhao,Hao Ruan,User,Cisco Inc.,Shanghai,,39,23,19
1156,2018,L-miao,,User,,,,0,0,2
1157,2017,byby221b,BY,User,Beihang University,,,6,4,16
1158,2017,HanBurger92,,User,,,,5,0,1
1159,2014,kdrx,,User,,,,60,4,35
1160,2016,JasonJing23,小景哥哥,User,SITI,Shanghai,,3,2,10
1161,2013,TemcoHeng,HengYongchao,User,espressif,"shanghai,China",,112,6,31
1162,2018,Dekker88888,,User,,,,0,0,2
1163,2017,yuannf,yuannf,User,,"Wuhan, China",,0,0,3
1164,2017,ECJTUCharles,charles,User,,CHINA,,16,0,4
1165,2011,justmyfreak,Zainul Setyo Pamungkas,User,,"Jakarta, Indonesia",,41,8,3
1166,2018,cephur,,User,,,,0,0,1
1167,2014,rwangr,Ryan Wang,User,,"Shanghai, China",,9,1,8
1168,2016,walle1988,Cheng,User,,"Suzhou, China",,10,0,25
1169,2017,mingxiu-scott,,User,,,,7,6,14
1170,2018,rainplants,,User,,,,2,0,1
1171,2018,Lingling0408,,User,,,,1,0,3
1172,2016,joyDDT,,User,,"KunMing,China",,2,0,18
1173,2017,KingXS,,User,,,,1,0,2
1174,2018,hanbingde,hanbd,User,,,,32,11,25
1175,2014,phobal,phobal,User,@Strikingly,Chengdu,,38,706,141
1176,2017,Nansoon,,User,,,,5,0,2
1177,2016,jambillking,Hai Jin,User,,,,1,4,154
1178,2015,pluieciel,,User,,,,2,2,5
1179,2018,megamaner,,User,,大阪市,,0,2,18
1180,2015,youmoula,,User,,,,18,0,14
1181,2017,lijinjia,,User,,,,5,2,1
1182,2016,GoldL,iGolden,User,,,,26,0,13
1183,2018,AIRTang,,User,,,,3,0,1
1184,2013,zhangxuekun,king,User,own,,,9,3,24
1185,2014,cijianzy,Yue Zhang,User,@alibaba ,"HangZhou,ZheJiang,China",,33,59,179
1186,2017,yawuplus,yawuplus,User,,China,,23,3,46
1187,2017,b2stry,Elliot,User,@haici,china,,66,31,51
1188,2014,tth1996,tth1996,User,,,,9,8,27
1189,2012,malihemant77,,User,,,,18,1,54
1190,2017,Dimpless,,User,,,,7,1,3
1191,2016,Aleck16,Aleck Phang,User,Hebei University of Technology,"Tianjin, China",,15,2,30
1192,2016,lilyneaoer,SnowMar,User,,,,32,0,7
1193,2015,LeeGeong,LeeGeong,User,,,,2,0,8
1194,2016,MorrowXu,Morrow,User,,China,,18,1,6
1195,2015,RobinCZW,Robin,User,@alibaba cloud,Hangzhou,,11,5,5
1196,2010,nfultz,Neal Fultz,User,@comake,"Los Angeles, CA",,89,3825,69725
1197,2017,leon332157,,User,,"Massachusetts, US",,43,14,73
1198,2015,SionFu,Fu_sion,User,Fu_sion,QuZhou ZheJiang,,43,3,22
1199,2018,ZHENGX1N,,User,,,,1,0,6
1200,2016,starryfei,starryfei,User,,Beijing,,27,6,42
1201,2015,tuowazi,,User,,,,6,1,4
1202,2017,xiaolinjia,favoriteDrinkMilk,User,,,,3,1,5
1203,2012,khs123,,User,,,,9,0,2
1204,2018,fraga2017,,User,,,,1,0,5
1205,2014,kinegratii,,User,,"Fuzhou,Fujian,China",,8,33,14
1206,2016,zhangqifei,张琦飞,User,,北京,,47,1,13
1207,2015,Ian729,Weixiang Zheng,User,,"Toronto, Canada",,12,7,17
1208,2015,00vivi,,User,,,,13,1,29
1209,2015,maokailu,maokailu,User,,,,11,7,5
1210,2016,shengliwang,王胜利,User,,,,10,0,2
1211,2014,Joey-Chen,,User,,,,0,0,2
1212,2018,superxmy,,User,,,,0,0,1
1213,2015,frank-stonybrook,,User,,,,17,0,2
1214,2015,ZhangBingbin,,User,,,,67,4,82
1215,2016,liuyu1994,byliuyu,User,,"Tianjin,China",,11,5,18
1216,2015,as798982083,coderABC,User,,"Nanjing,China",,8,2,6
1217,2017,winters988,hmzhang,User,China Academy of Railway Sciences,"Beijing, China",,1,1,6
1218,2017,WayneYangsa,,User,,,,9,0,24
1219,2017,minitab,Tab,User,,"Xiamen,China",,3,3,5
1220,2016,Jinsiye,很哇塞的大叔,User,,,,5,1,7
1221,2015,lishaogang,,User,,,,10,0,2
1222,2018,liuxuanming0216,,User,,,,1,0,2
1223,2018,Collen-Gura,,User,,,,1,1,7
1224,2016,ZhangBo2016,bobo,User,@NetEase,guangzhou,,22,2,24
1225,2016,NicolasLuo,,User,,,,20,0,6
1226,2016,gustavkkk,frank K.,User,,shenzhen,,276,17,60
1227,2014,candledragle,yanmingsheng,User,,,,79,17,200
1228,2016,crystal-xu,Crystal Xu,User,,,,4,3,3
1229,2012,yangqintaotomrose,yangqintao,User,,,,44,8,68
1230,2017,jianming221,Adam,User,,,,17,5,20
1231,2015,sunsipeng,承熙,User,Freelancer,"Dalian, LiaoNing, China",,61,22,500
1232,2016,aib628,V主宰,User,,,,9,0,2
1233,2017,17835267035,,User,,,,60,0,6
1234,2017,yanweij,,User,,,,28,2,7
1235,2016,feifeiwang123,飞飞,User,,,,30,3,10
1236,2016,yangfan0095,fanyang,User,zhongan,shanghai,,31,51,173
1237,2016,gleamer,gleamer,User,,,,5,2,42
1238,2017,EEERT,,User,,,,0,0,1
1239,2017,hongiii,solanine,User,Peking University,"Beijing, China",,10,11,14
1240,2018,1429880240,___海,User,haiyu,陕西西安,,36,7,16
1241,2018,piagetandhobbes,Alex Kolmorov,User,,,,2,2,32
1242,2015,jango2015,Jangos,User,,,,2597,46,896
1243,2015,ZM-BAD,Ming Zhou,User,Zhejiang University,Beijing,,1,17,52
1244,2015,PhrenoVermouth,Gran Young,User,Tongji University,Shanghai,,11,6,31
1245,2015,XieZhuoJun,Xie Zhuojun,User,BUPT,"Chengdu,Sichuan,China",,5,1,5
1246,2016,codeant071,,User,,,,0,0,2
1247,2015,goblinjj,Gobling,User,众度信息科技（上海）有限公司,china,,3,0,2
1248,2015,Runningdogs,,User,,,,5,0,1
1249,2016,kkgace,,User,,,,21,1,2
1250,2016,wangkairong,kavin.wang,User,,,,11,1,10
1251,2013,qukaimin,,User,,,,63,0,4
1252,2010,rookiepeng,Zhengyu Peng,User,Aptiv,"Westfield, Indiana, USA",,17,38,27
1253,2017,UaneiSakai,uanei,User,,,,8,2,15
1254,2012,skydazzle,,User,,,,20,0,13
1255,2017,find0day,find0day,User,,,,29,2,37
1256,2014,slightun,slightun,User,,chengdu,,16,6,43
1257,2017,xyiscoding,,User,,,,1,0,6
1258,2016,dshowing,dshowing,User,,Asia/Beijing,,20,5,19
1259,2012,nicai1900,zhengjie,User,,Beijing,,156,20,66
1260,2013,fangxiangdong,,User,,,,6,6,41
1261,2018,yj1156122030,李嘉袁,User,,,,0,0,1
1262,2017,QinKai176,qin kai,User,,Nan Jing,,15,2,10
1263,2014,yoyojacky,yoyojacky,User,52Pi,Shanghai in China,,197,16,16
1264,2017,Will-Ls,脑洞不够大,User,,杭州,,2,29,3
1265,2016,dylan0120,,User,,,,0,0,4
1266,2013,AnryYang,Anry Yang,User,,,,60,8,10
1267,2018,dojinfeng,,User,,,,4,0,5
1268,2015,yuhanle,煜寒了,User,@oh-bear @latehorse ,Shanghai,,29,62,248
1269,2016,yybb8007,,User,,,,10,0,2
1270,2015,wffeige,wangfei,User,china sinorail,beijing,,27,0,11
1271,2017,songxianjin,,User,,,,464,11,166
1272,2018,08163182,,User,,,,19,1,8
1273,2013,spy0578,,User,,,,2,0,2
1274,2017,ywcmoon,WenChao Yue,User,,,,5,0,3
1275,2013,qlxiao520,Lingxiao Qiu,User,,,,6,5,18
1276,2017,wangpeng905,,User,,"Shenzhen, China",,7,4,8
1277,2016,mytEcust,,User,,,,10,1,3
1278,2017,manpingmao,,User,,,,1,1,3
1279,2013,callnothing,Win_Beyond,User,,"ShenZhen,China",,23,12,53
1280,2017,congwulong,,User,,,,1,2,2
1281,2016,stefango,Xu Zili,User,Changshu Institute of Technology,"Suzhou, China",,21,1,57
1282,2013,magicduan,,User,,,,1,3,1
1283,2017,wyux,wyux,User,,fujian,,1,0,13
1284,2017,beyondjz,Adam,User,,,,1,0,5
1285,2017,hjsw1976,,User,,,,13,0,3
1286,2015,Sxiaolong,shixiaolong,User,,,,12,2,7
1287,2015,javaboyka,,User,,,,41,0,8
1288,2016,KURANADO2,JING,User,AUST,Shanghai，China,,30,5,26
1289,2015,Zteng1995,zteng,User,,,,5,17,294
1290,2013,HDelbert,HuMeng,User,Harman,ShangHai,,28,47,200
1291,2017,dachuan7,,User,,,,1,0,1
1292,2015,jiangguoqing,,User,,,,10,2,23
1293,2015,chaoyz,YangChao,User,,ShenZhen,,12,11,34
1294,2013,boyso,BOYSO,User,BOYSO,china,,4,1,30
1295,2016,Jvongo,,User,,,,4,0,8
1296,2016,mgjo5899,Joseph,User,,"Champaign, IL",,12,15,131
1297,2015,cygmris,Chris,User,eSix,GuangZhou,,58,59,354
1298,2017,VergeDX,Vanilla,User,,China Henan Xinxiang,,24,15,46
1299,2016,slow-is-fast,slow-is-fast,User,,,,19,24,341
1300,2017,umasankarsahoo,Uma Sankar,User,,Earth,,9,5,37
1301,2016,Hiro989,,User,,,,0,0,3
1302,2017,yxli8023,,User,,China GanSu ZhangYe,,26,0,29
1303,2015,yw-fang,,User,Kyoto University,Japan,,36,6,19
1304,2016,polarbearwy,polarbear,User,,,,8,0,3
1305,2017,YangGod0318,,User,,,,1,0,2
1306,2017,mikuily,HatsuneMiku,User,,,,1,0,7
1307,2017,ALiGaDuoZq,,User,,,,6,0,19
1308,2017,Junglego,Jungle,User,,,,1,1,13
1309,2016,Dennisyaya,wangxin,User,,,,8,0,1
1310,2016,originalcore,,User,,,,43,1,26
1311,2014,shenxs,Richard,User,ZJU,china,,22,39,177
1312,2017,LiamPKU,,User,,,,2,0,2
1313,2017,shiyiya,R,User,,Earth,,14,13,175
1314,2018,bodhisatan,Bodhisatan_Yao,User,,,,17,0,5
1315,2013,beyondyuanshu,袁曙,User,e-CarX,HangZhou,,96,2,14
1316,2015,rudolfcn,,User,,,,87,3,199
1317,2017,kevin8719,KevinDang,User,,"Xian,China",,4,0,21
1318,2016,TonyYinChina,,User,,,,2,0,5
1319,2012,ZephyrJung,O型血橙,User,,,,67,28,37
1320,2015,feoyo,,User,,,,3,0,1
1321,2013,stamaimer,stamaimer,User,Tencent,"ShenZhen, China",,67,49,317
1322,2012,Bunlong,Bunlong VAN,User,@themodernjavascript,❤️ USA ❤️ Japan,,161,1373,24747
1323,2016,RickPang,Rick Wick,User,,,,2,0,14
1324,2015,liuxiaochen0625,Reus,User,,杭州(HangZhou),,103,20,383
1325,2018,neetcod,Gadus ogac,User,,,,0,60,2709
1326,2015,Oliver-Cheng,,User,,,,8,0,2
1327,2015,nagerenxiong,nagerenxiong,User,china,jiangxi,,43,1,1
1328,2017,schickmush,Sonia Wu,User,University College London. CASA,"China, Shanghai",,4,1,5
1329,2012,hoohooho,hoohooho,User,,,,11,2,51
1330,2015,hexianqiao3755,Coexistence,User,dayotec,"ShenZhen, China",,10,40,57
1331,2011,xiaoqguo,guo zheng mao,User,GreenLand,shanghai,,14,0,5
1332,2016,chuntaojun,liaochuntao,User,HyperChain,HangZhou,,16,5,4
1333,2012,foreveryl,,User,,,,6,2,22
1334,2013,pdgz,Dylan,User,www.bingosoft.cn,广州.广州.China,,3,10,223
1335,2017,patelatit53,atit patel,User,,"Toronto,Canada",,77,1,73
1336,2018,stcorn,,User,,,,0,0,1
1337,2016,rxlee,,User,,,,23,0,5
1338,2014,dengqingguo,QingGuo,User,youzan,hangzhou,,8,5,13
1339,2017,qh4869,qh,User,,,,5,3,5
1340,2018,boomshakalaka111,,User,,,,2,0,1
1341,2017,xavisong,,User,,,,8,0,4
1342,2013,cstopery,cstopery,User,cstopery,cstopery,,79,8,161
1343,2017,Rayongice,Buck,User,,,,10,1,3
1344,2013,Gavin888888,lilei,User,,,,21,1,18
1345,2015,DesenYang,DesenYang,User,NONE ,Andsmind Studio,,3,4,33
1346,2016,ChangLiuuu,Chang Liu,User,Santa Clara Univeristy,"Santa Clara, CA",,28,4,7
1347,2013,Bourbon404,BourbonZ,User,,Nanjing,,38,14,67
1348,2017,mohanyu,HanyuMo,User,洛克希德马丁,杭州,,14,0,30
1349,2015,vtronxy,xuyan,User,Leader,武汉,,56,10,39
1350,2016,fh2002,,User,,,,4,0,2
1351,2013,lcoops,,User,,,,9,1,8
1352,2017,MuteBardTison,Zihan Qi,User,Jacobs University,"Bremen, Germany",,28,22,64
1353,2017,zmjgenius,,User,,,,0,0,2
1354,2017,LTstrange,LTstrange,User,,,,12,6,4
1355,2012,qins,Qinsi,User,,"Shanghai, China",,14,9,235
1356,2015,Ezoio,Ezio,User,, Changning Hunan China ,,27,3,19
1357,2016,BaeSeulki,Chill Yu,User,@Tencent,YICHUN,,15,13,46
1358,2016,Sandu1213,杜双龙,User,tatfook,shenzhen,,13,8,31
1359,2015,enveloper,,User,,,,25,1,7
1360,2017,JackYWills,Jack,User,,china,,6,0,2
1361,2017,aqqje,,User,,中国，湖南，衡阳,,28,3,36
1362,2017,chshaobo,,User,,,,3,1,2
1363,2018,csbbo,,User,,,,24,0,3
1364,2017,zheyuan2025,,User,,,,12,0,1
1365,2015,msorre2,Melissa Sorrells,User,,"Baton Rouge, LA",,267,24,191
1366,2015,nichollu,Blukkk,User,,,,15,3,138
1367,2018,Qblackcat,,User,,,,3,0,8
1368,2015,yvanwangl,Yvan Wang,User,meituan,"30th, Xueyuan road, Haidian District, Beijing,",,76,99,335
1369,2018,FranklinDX3906,张毅恒,User,UESTC,China,,4,2,4
1370,2017,52html,子非鱼,User,,"Hangzhou, China",,5,2,9
1371,2014,songjinju,sparklingRedStar,User,,,,5,0,6
1372,2017,hyqskevin,kevin_w,User,,Hangzhou,,15,11,50
1373,2016,tanbinlove,tan bin,User,,guangzhou chine,,9,0,5
1374,2015,jiangliu2u,jiangliu,User,,"Shanghai, China",,51,6,6
1375,2016,FontUtopia,Nancy Niu,User,,,,23,3,5
1376,2014,bayshier,Easin,User,i4爱思助手,深圳,,97,20,282
1377,2013,liangyangtao,yangtao,User,,beijing China,,43,15,48
1378,2012,limeng0403,Lion,User,,China,,40,9,11
1379,2018,zht1246,ZHT,User,,,,20,2,15
1380,2014,frankguo77,,User,,,,15,0,63
1381,2018,linchaoran,,User,,,,3,0,1
1382,2014,yrx0619,,User,,,,72,4,52
1383,2017,chenrb,,User,,,,44,2,37
1384,2016,cassiebai,,User,,,,5,44,1918
1385,2014,zousiliang,塞伯克,User,,China,,65,8,84
